taxonID,identifier,description,creator,license,type,format,language
http://www.floraislands.is/elymuala.html,http://www.floraislands.is/HAPL/elymuala1g.jpg,Myndin af axi bláhveitisins er tekin í Eyjafirði árið 1983,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/camparot.html,http://www.floraislands.is/HAPL/camparot1b.jpg,Hér vex bláklukkan utan í klettaskriðum. Myndin er tekin í Lónsöræfum árið 1985,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/phyllcoe.html,http://www.floraislands.is/HAPL/phyllcoe1b.jpg,Á myndinni hér að ofan má sjá bæði krækilyng (á miðri mynd) og blöðin á bláklukkulynginu til samanburðar. Ljósgrænu blöðin eru á aðalbláberjalyngi. Myndin er tekin í Ólafsfjarðarmúla árið 1978.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/prunevul.html,http://www.floraislands.is/HAPL/prunevul1b.jpg,Myndin af blákollu er tekin á Búðum á Snæfellsnesi árið 1985,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/mertemar.html,http://www.floraislands.is/HAPL/mertemar1b.jpg,Myndin af blálilju er tekin í fjörunni í Hlöðuvík á Hornströndum árið 1982,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/lomatrot.html,http://www.floraislands.is/HAPL/lomatrot1b.jpg,Myndin af blástjörnu er tekin á Brú í Jökuldal árið 1991,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/poaglauc.html,http://www.floraislands.is/HAPL/poaglauc2g.jpg,Hér er blásveifgras í sínu náttúrlega umhverfi ásamt lambagrasi og vetrarblómi. Myndin er tekin á Vesturlandi árið 1984.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/poaglauc.html,http://www.floraislands.is/HAPL/poaglauc1g.jpg,"Puntur á blásveifgrasi í návígi, tekið í Reykjavík árið 1983",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/seslealb.html,http://www.floraislands.is/HAPL/seslealb2g.jpg,Myndirnar af blátoppunni eru báðar teknar á Hvaleyrarholti í Hafnarfirði árið 1984,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/seslealb.html,http://www.floraislands.is/HAPL/seslealb1g.jpg,,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/carcurta.html,http://www.floraislands.is/HAPL/carcurta2g.jpg,"Nokkur strá af blátoppastör, tekiðárið 1983",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/carcurta.html,http://www.floraislands.is/HAPL/carcurta1b.jpg,Nærmynd af öxum blátoppastarar er tekin árið 1984.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/festuviv.html,http://www.floraislands.is/HAPL/festuviv1g.jpg,Hér sést mynd af blávingli með vel blaðgrónum punti. Myndin er tekin í Reykjavík árið 1982,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/hierastc.html,http://www.floraislands.is/HAPL/hierafae1b.jpg,Hér sjáum við blómakörfur blettafífilsins.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/hierastc.html,http://www.floraislands.is/HAPL/hierafae2b.jpg,Neðri hluti blettafífils með blettóttum laufblöðum.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/hierastc.html,http://www.floraislands.is/HAPL/hierafae3b.jpg,Laufblöð blettafífils í nærsýn. Allar myndirnar eru teknar 14. júlí 2009 í Gálgahrauni á Áfltanesi.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/polygavi.html,http://www.floraislands.is/HAPL/polygavi1b.jpg,Hér sjáum við blómstrandi blóðarfaá Arnarhóli í Kaupangssveit 26. júní árið 1982,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/thymupra.html,http://www.floraislands.is/HAPL/thymupra1b.jpg,Blóðberg í klettaskoru í Glerárgili við Akureyri árið 1963.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/thymupra.html,http://www.floraislands.is/HAPL/thymupra2b.jpg,"Blóðberg á milli steina í Sælingsdal, Dalasýslu árið 1985.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/sanguoff.html,http://www.floraislands.is/HAPL/sanguoff3b.jpg,Blóðkollur í Geldinganesi við Reykjavík þann 29. júlí 2008.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/sanguoff.html,http://www.floraislands.is/HAPL/sanguoff4b.jpg,"Nærmynd af blómum blóðkollsins, tekin á sama stað.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/junctrig.html,http://www.floraislands.is/HAPL/junctrig1g.jpg,Myndin af blómsefinu er tekin árið 1983.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/junctrig.html,http://www.floraislands.is/HAPL/AN-18804.jpg,Blómstrað blómsef í návígi,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/junctrig.html,http://www.floraislands.is/HAPL/AN-18334.jpg,Aldini blómsefs í návígi,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/popultre.html,http://www.floraislands.is/HAPL/popultre2b.jpg,Grein af blæösp í Egilsstaðaskógi á Fljótsdalshéraði árið 1991,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/popultre.html,http://www.floraislands.is/HAPL/popultre1b.jpg,Blæösp í Vaðlaskógi á Hallandi við Eyjafjörð árið 1995.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/potamnat.html,http://www.floraislands.is/HAPL/potamnat1g.jpg,"Þessi breiða af blöðkunykru er er í Hólatjörnum í Fannadal, Norðfirði, tekin árið 1991.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/potamnat.html,http://www.floraislands.is/HAPL/AN-16739.jpg,"Myndin hér að ofan er tekin í Friðlandinu við hólma Eyjafjarðarár, og á henni sjást blómöxin sem standa upp úr vatninu.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/utricmin.html,http://www.floraislands.is/HAPL/utricmin1b.jpg,Hér sjást kafblöð og veiðiblöðrur blöðrujurtarinnar. Myndin er tekin á rannsóknastofu Líffræðistofnunar Háskólans að Grensásvegi 12 árið 1986.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/utricmin.html,http://www.floraislands.is/HAPL/utricmin2b.jpg,Hér er blöðrujurtin úti í sínu náttúrlega umhverfi í brautarskurði uppi í Biskupstungum árið 1986.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/luzularc.html,http://www.floraislands.is/HAPL/luzularc1g.jpg,Myndin af boghæru er tekin í Þjórsárverum sumarið 1983,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/alchegla.html,http://www.floraislands.is/HAPL/alchegla2b.jpg,"Myndin sýnir brekkumaríustakk, tekin 4. júlí 2006 á Arnarhóli í Kaupangssveit",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/alchegla.html,http://www.floraislands.is/HAPL/alchegla3b.jpg,"Nærmynd af blaðstilk brekkumaríustakks, tekin 24. júní 2008 í Leifsstaðabrúnum í Kaupangssveit.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/urticdio.html,http://www.floraislands.is/HAPL/urticdio2b.jpg,Hér sést gerði myndað af brenninetlu. Myndin er tekin af Helga Hallgrímssyni.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/urticdio.html,http://www.floraislands.is/HAPL/urticdio1b.jpg,Hér sést brenninetla í návígi. Myndin er tekin í,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/ranunacr.html,http://www.floraislands.is/HAPL/ranunacr1b.jpg,"Hér sjáum við brennisóley, myndin er tekin árið 1983,",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/ranunacr.html,http://www.floraislands.is/HAPL/AN-16702.jpg,Hér sjáum við brennisóley með þroskuð aldini á Hesteyri í Jökulfjörðum 23. júlí 2004. Í hverju blómi myndast margar hnetur sem bera krók í toppinn,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/thalialp.html,http://www.floraislands.is/HAPL/thalialp1b.jpg,"Hér sjáum við blómstrandi brjóstagras. Fræflarnir sem hanga út úr blómunum eru mjög áberandi, enda er jurtin vindfrævuð.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/carmicro.html,http://www.floraislands.is/HAPL/carmicro1g.jpg,Hér sjáum við broddastör með niðurvísandi broddum í axinu. Myndin er tekin á Fljótsdalshéraði árið 1984.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/saginsub.html,http://www.floraislands.is/HAPL/saginsub1b.jpg,Hér sést broddkrækill með útsprungin blóm í sóskini.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/saginsub.html,http://www.floraislands.is/HAPL/saginsub2b.jpg,Hér eru blómin lokuð. Myndirnar eru teknar í Langeyjarnesi við Breiðafjörð árið 2003.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/dactymac.html,http://www.floraislands.is/HAPL/AN-16693.jpg,"Brönugrös, laufblöðin eru blettótt. Myndin er tekin á Hesteyri í Jökulfjörðum 23. júlí 2004.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/dactymac.html,http://www.floraislands.is/HAPL/dactymac2g.jpg,Hér eru brönugrös með fremur stuttan blómklasa.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/dactymac.html,http://www.floraislands.is/HAPL/dactymac1g.jpg,Þessi nærmynd af blómum brönugrasanna er tekin í Héðinsfirði árið 1982.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/deschfle.html,http://www.floraislands.is/HAPL/deschfle1g.jpg,Bugðupuntur í Herdísarvík árið 1982.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/deschfle.html,http://www.floraislands.is/HAPL/deschfle2g.jpg,Nærmynd af punti bugðupuntsins tekin í Eyjafirði sama ár.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/rhodiros.html,http://www.floraislands.is/HAPL/rhodiros1b.jpg,"Hér sjáum við burnirætur, kvenjurt t. v. og karljurt t. h. ásamt ætihvönn á bakka Bugahólma á Eyvindarstaðaheiði árið 1977.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/rhodiros.html,http://www.floraislands.is/HAPL/rhodiros2b.jpg,Hér eru miklar burnirótarbreiður af báðum kynjum í Arnarfellsmúlum í Þjórsárverum árið 1985,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/rhodiros.html,http://www.floraislands.is/HAPL/rhodiros3b.jpg,Karlkyns burnirót í návígi,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/rhodiros.html,http://www.floraislands.is/HAPL/rhodiros4b.jpg,Kvenkyns burnirót í návígi,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/silendio.html,http://www.floraislands.is/HAPL/silendio2b.jpg,"Hér er dagstjarna í sínu venjulega umhverfi utan garða, myndin tekin á Akureyri árið 1982.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/silendio.html,http://www.floraislands.is/HAPL/silendio1b.jpg,Dagstjarna í návígi á Leifsstöðum í Kaupangssveit 22. júní 2006.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/avenupub.html,http://www.floraislands.is/HAPL/avenupub1g.jpg,Myndin hér að ofan sýnir punt af dúnhafra,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/avenupub.html,http://www.floraislands.is/HAPL/avenupub2b.jpg,"Hér sjáum við tvö smáöx af dúnhafra með knébeygðum týtum. Báðar myndirnar eru teknar sumarið 2005 á Náttúrufræðistofnun Íslands, Akureyri.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/carpilul.html,http://www.floraislands.is/HAPL/carpilul1g.jpg,Mynd af dúnhulstrastör tekin árið 1985.,Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/carpilul.html,http://www.floraislands.is/HAPL/carpilul4g.jpg,"Nærmynd af dúnhulstrastör, þrjú kvenöx og eitt karlax í toppinn. Myndin tekin í Kolgrafarfirði á Snæfellsnesi 10. júlí 2011.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
http://www.floraislands.is/leymumol.html,http://www.floraislands.is/HAPL/leymumol1g.jpg,"Þessi mynd er af dúnmel, tekin í júlí 2003 við Elliðaárvog í Reykjavík. Ef myndin er stækkuð með því að smella á hana, má greina hversu loðið stráið er.",Hörður Kristinsson,Unknown,StillImage,image/jpg,is
