taxonID,identifier,description,creator,language,license
floraislands.is/calluvul.html,floraislands.is/HAPL/calluvul2b.jpg,"Hér sést beitilyng í návígi, mynd frá Gásum í Eyjafirði 13. ágúst 2006.",Hörður Kristinsson,is,Unknown
floraislands.is/carpanic.html,floraislands.is/HAPL/carpanic1g.jpg,Myndin af öxum belgjastararinnar er tekin í nágrenni Reykjavíkur árið 1982,Hörður Kristinsson,is,Unknown
floraislands.is/saxifpan.html,floraislands.is/HAPL/saxifpan1b.jpg,Hér sést bergsteinbrjótur í klettagili ofan við Lýsuhól á Snæfellsnesi árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/saxifpan.html,floraislands.is/HAPL/saxifpan2b.jpg,Bergsteinbrjótur utan í klettavegg á Gljúfraborg við Breiðdalsvík 6. júlí 2012.,Hörður Kristinsson,is,Unknown
floraislands.is/deschber.html,floraislands.is/HAPL/deschber1g.jpg,Hér sést toppur af beringspunti sem óx fram með þjóðveginum yfir Fljótsheiði sumarið 2003,Hörður Kristinsson,is,Unknown
floraislands.is/deschber.html,floraislands.is/HAPL/deschber2g.jpg,Hér sést puntur beringspuntsins í návígi. Myndin er tekin á Fljótsheiði sumarið 2003.,Hörður Kristinsson,is,Unknown
floraislands.is/betulpub.html,floraislands.is/HAPL/betulpub1b.jpg,Hér fyrir ofan sést mynd af birkigrein með blómstrandi kvenreklum. Rauði liturinn stafar af frænunum.,Hörður Kristinsson,is,Unknown
floraislands.is/betulpub.html,floraislands.is/HAPL/betulpub2b.jpg,"Þessi mynd sýnir einn karlrekil úti á enda greinar, en nokkrir kvenreklar sjást lengra til hægri. Báðar myndirnar hér að ofan eru teknar á Arnarhóli í Kaupangssveit árið 1963.",Hörður Kristinsson,is,Unknown
floraislands.is/betulpub.html,floraislands.is/HAPL/betulpub3b.jpg,"Hér má sjá birkiboli með brúnum berki, en á myndinni fyrir neðan er bolur með hvítum berki. Báðar eru teknar í Leifsstaðabrúnum í Kaupangssveit.",Hörður Kristinsson,is,Unknown
floraislands.is/betulpub.html,floraislands.is/HAPL/betulpub4b.jpg,,Hörður Kristinsson,is,Unknown
floraislands.is/violaepi.html,floraislands.is/HAPL/violaepi2b.jpg,Hér er blómstruð birkifjóla snemma að vori á Kálfaströnd í Mývatnssveit 18. júní 2006.,Hörður Kristinsson,is,Unknown
floraislands.is/violaepi.html,floraislands.is/HAPL/violaepi1b.jpg,"Þessi mynd af birkifjólunni er einnig tekin í Mývatnssveit, en 23 árum fyrr, eða 1983.",Hörður Kristinsson,is,Unknown
floraislands.is/carmarit.html,floraislands.is/HAPL/carmarit1g.jpg,Hér sjáum við bjúgstör í sandi í Surtsey árið 1994. Stráin eru bogsveigð og öxin liggja niðri í sandinum.,Hörður Kristinsson,is,Unknown
floraislands.is/pyrolgra.html,floraislands.is/HAPL/pyrolgra5b.jpg,Myndin af blómstrandi bjöllulilju er tekin í hlíðinni ofan við Hjaltastaði í Köldukinn þann 28. júní 2009,Hörður Kristinsson,is,Unknown
floraislands.is/pyrolgra.html,floraislands.is/HAPL/pyrolgra4b.jpg,"Hér er svo nærmynd af hinu gullfallega blómi bjölluliljunnar, tekin við sama tækifæri.",Hörður Kristinsson,is,Unknown
floraislands.is/pyrolgra.html,floraislands.is/HAPL/pyrolgra3b.jpg,Hér er bjölluliljan með þroskuð aldini í Neslöndum við Mývatn 21. ágúst 2008.,Hörður Kristinsson,is,Unknown
floraislands.is/vacciuli.html,floraislands.is/HAPL/vacciuli1b.jpg,Myndin af blómum bláberjalyngs er tekin í Asparvík á Ströndum 24. júlí 1988,Hörður Kristinsson,is,Unknown
floraislands.is/vacciuli.html,floraislands.is/HAPL/vacciuli3b.jpg,Myndin af þroskuðum bláberjum er tekin á Jafnaskarði í Borgarfirði 11. sept. árið 1987,Hörður Kristinsson,is,Unknown
floraislands.is/vacciuli.html,floraislands.is/HAPL/vacciuli4b.jpg,"Hér sjást óþroskuð bláber, grænjaxlar. Myndin er tekin í Leifsstaðabrúnum í Kaupangssveit 5. ágúst 2005.",Hörður Kristinsson,is,Unknown
floraislands.is/geransyl.html,floraislands.is/HAPL/geransyl1b.jpg,Myndin af blágresinu hér að ofan er tekin í Eyjafirði árið 1963.,Hörður Kristinsson,is,Unknown
floraislands.is/geransyl.html,floraislands.is/HAPL/geransyl2b.jpg,"Nærmynd af blómi blágresisins, tekin í Asparvík á Ströndum árið 1988.",Hörður Kristinsson,is,Unknown
floraislands.is/geransyl.html,floraislands.is/HAPL/AN-16756.jpg,"Hér má sjá hin sérkennilegu aldini blágresins sem spretta út í fimm arma stjörnu þegar þau þroskast, og þeyta um leið út fræjunum. Myndin er tekin í Kúalækjargili í Kaupangssveit í ágúst 2004.",Hörður Kristinsson,is,Unknown
floraislands.is/elymuala.html,floraislands.is/HAPL/elymuala1g.jpg,Myndin af axi bláhveitisins er tekin í Eyjafirði árið 1983,Hörður Kristinsson,is,Unknown
floraislands.is/camparot.html,floraislands.is/HAPL/camparot1b.jpg,Hér vex bláklukkan utan í klettaskriðum. Myndin er tekin í Lónsöræfum árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/phyllcoe.html,floraislands.is/HAPL/phyllcoe1b.jpg,Á myndinni hér að ofan má sjá bæði krækilyng (á miðri mynd) og blöðin á bláklukkulynginu til samanburðar. Ljósgrænu blöðin eru á aðalbláberjalyngi. Myndin er tekin í Ólafsfjarðarmúla árið 1978.,Hörður Kristinsson,is,Unknown
floraislands.is/prunevul.html,floraislands.is/HAPL/prunevul1b.jpg,Myndin af blákollu er tekin á Búðum á Snæfellsnesi árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/mertemar.html,floraislands.is/HAPL/mertemar1b.jpg,Myndin af blálilju er tekin í fjörunni í Hlöðuvík á Hornströndum árið 1982,Hörður Kristinsson,is,Unknown
floraislands.is/lomatrot.html,floraislands.is/HAPL/lomatrot1b.jpg,Myndin af blástjörnu er tekin á Brú í Jökuldal árið 1991,Hörður Kristinsson,is,Unknown
floraislands.is/poaglauc.html,floraislands.is/HAPL/poaglauc2g.jpg,Hér er blásveifgras í sínu náttúrlega umhverfi ásamt lambagrasi og vetrarblómi. Myndin er tekin á Vesturlandi árið 1984.,Hörður Kristinsson,is,Unknown
floraislands.is/poaglauc.html,floraislands.is/HAPL/poaglauc1g.jpg,"Puntur á blásveifgrasi í návígi, tekið í Reykjavík árið 1983",Hörður Kristinsson,is,Unknown
floraislands.is/seslealb.html,floraislands.is/HAPL/seslealb2g.jpg,Myndirnar af blátoppunni eru báðar teknar á Hvaleyrarholti í Hafnarfirði árið 1984,Hörður Kristinsson,is,Unknown
floraislands.is/seslealb.html,floraislands.is/HAPL/seslealb1g.jpg,,Hörður Kristinsson,is,Unknown
floraislands.is/carcurta.html,floraislands.is/HAPL/carcurta2g.jpg,"Nokkur strá af blátoppastör, tekiðárið 1983",Hörður Kristinsson,is,Unknown
floraislands.is/carcurta.html,floraislands.is/HAPL/carcurta1b.jpg,Nærmynd af öxum blátoppastarar er tekin árið 1984.,Hörður Kristinsson,is,Unknown
floraislands.is/festuviv.html,floraislands.is/HAPL/festuviv1g.jpg,Hér sést mynd af blávingli með vel blaðgrónum punti. Myndin er tekin í Reykjavík árið 1982,Hörður Kristinsson,is,Unknown
floraislands.is/hierastc.html,floraislands.is/HAPL/hierafae1b.jpg,Hér sjáum við blómakörfur blettafífilsins.,Hörður Kristinsson,is,Unknown
floraislands.is/hierastc.html,floraislands.is/HAPL/hierafae2b.jpg,Neðri hluti blettafífils með blettóttum laufblöðum.,Hörður Kristinsson,is,Unknown
floraislands.is/hierastc.html,floraislands.is/HAPL/hierafae3b.jpg,Laufblöð blettafífils í nærsýn. Allar myndirnar eru teknar 14. júlí 2009 í Gálgahrauni á Áfltanesi.,Hörður Kristinsson,is,Unknown
floraislands.is/polygavi.html,floraislands.is/HAPL/polygavi1b.jpg,Hér sjáum við blómstrandi blóðarfaá Arnarhóli í Kaupangssveit 26. júní árið 1982,Hörður Kristinsson,is,Unknown
floraislands.is/thymupra.html,floraislands.is/HAPL/thymupra1b.jpg,Blóðberg í klettaskoru í Glerárgili við Akureyri árið 1963.,Hörður Kristinsson,is,Unknown
floraislands.is/thymupra.html,floraislands.is/HAPL/thymupra2b.jpg,"Blóðberg á milli steina í Sælingsdal, Dalasýslu árið 1985.",Hörður Kristinsson,is,Unknown
floraislands.is/sanguoff.html,floraislands.is/HAPL/sanguoff3b.jpg,Blóðkollur í Geldinganesi við Reykjavík þann 29. júlí 2008.,Hörður Kristinsson,is,Unknown
floraislands.is/sanguoff.html,floraislands.is/HAPL/sanguoff4b.jpg,"Nærmynd af blómum blóðkollsins, tekin á sama stað.",Hörður Kristinsson,is,Unknown
floraislands.is/junctrig.html,floraislands.is/HAPL/junctrig1g.jpg,Myndin af blómsefinu er tekin árið 1983.,Hörður Kristinsson,is,Unknown
floraislands.is/junctrig.html,floraislands.is/HAPL/AN-18804.jpg,Blómstrað blómsef í návígi,Hörður Kristinsson,is,Unknown
floraislands.is/junctrig.html,floraislands.is/HAPL/AN-18334.jpg,Aldini blómsefs í návígi,Hörður Kristinsson,is,Unknown
floraislands.is/popultre.html,floraislands.is/HAPL/popultre2b.jpg,Grein af blæösp í Egilsstaðaskógi á Fljótsdalshéraði árið 1991,Hörður Kristinsson,is,Unknown
floraislands.is/popultre.html,floraislands.is/HAPL/popultre1b.jpg,Blæösp í Vaðlaskógi á Hallandi við Eyjafjörð árið 1995.,Hörður Kristinsson,is,Unknown
floraislands.is/potamnat.html,floraislands.is/HAPL/potamnat1g.jpg,"Þessi breiða af blöðkunykru er er í Hólatjörnum í Fannadal, Norðfirði, tekin árið 1991.",Hörður Kristinsson,is,Unknown
floraislands.is/potamnat.html,floraislands.is/HAPL/AN-16739.jpg,"Myndin hér að ofan er tekin í Friðlandinu við hólma Eyjafjarðarár, og á henni sjást blómöxin sem standa upp úr vatninu.",Hörður Kristinsson,is,Unknown
floraislands.is/utricmin.html,floraislands.is/HAPL/utricmin1b.jpg,Hér sjást kafblöð og veiðiblöðrur blöðrujurtarinnar. Myndin er tekin á rannsóknastofu Líffræðistofnunar Háskólans að Grensásvegi 12 árið 1986.,Hörður Kristinsson,is,Unknown
floraislands.is/utricmin.html,floraislands.is/HAPL/utricmin2b.jpg,Hér er blöðrujurtin úti í sínu náttúrlega umhverfi í brautarskurði uppi í Biskupstungum árið 1986.,Hörður Kristinsson,is,Unknown
floraislands.is/luzularc.html,floraislands.is/HAPL/luzularc1g.jpg,Myndin af boghæru er tekin í Þjórsárverum sumarið 1983,Hörður Kristinsson,is,Unknown
floraislands.is/alchegla.html,floraislands.is/HAPL/alchegla2b.jpg,"Myndin sýnir brekkumaríustakk, tekin 4. júlí 2006 á Arnarhóli í Kaupangssveit",Hörður Kristinsson,is,Unknown
floraislands.is/alchegla.html,floraislands.is/HAPL/alchegla3b.jpg,"Nærmynd af blaðstilk brekkumaríustakks, tekin 24. júní 2008 í Leifsstaðabrúnum í Kaupangssveit.",Hörður Kristinsson,is,Unknown
floraislands.is/urticdio.html,floraislands.is/HAPL/urticdio2b.jpg,Hér sést gerði myndað af brenninetlu. Myndin er tekin af Helga Hallgrímssyni.,Hörður Kristinsson,is,Unknown
floraislands.is/urticdio.html,floraislands.is/HAPL/urticdio1b.jpg,Hér sést brenninetla í návígi. Myndin er tekin í,Hörður Kristinsson,is,Unknown
floraislands.is/ranunacr.html,floraislands.is/HAPL/ranunacr1b.jpg,"Hér sjáum við brennisóley, myndin er tekin árið 1983,",Hörður Kristinsson,is,Unknown
floraislands.is/ranunacr.html,floraislands.is/HAPL/AN-16702.jpg,Hér sjáum við brennisóley með þroskuð aldini á Hesteyri í Jökulfjörðum 23. júlí 2004. Í hverju blómi myndast margar hnetur sem bera krók í toppinn,Hörður Kristinsson,is,Unknown
floraislands.is/thalialp.html,floraislands.is/HAPL/thalialp1b.jpg,"Hér sjáum við blómstrandi brjóstagras. Fræflarnir sem hanga út úr blómunum eru mjög áberandi, enda er jurtin vindfrævuð.",Hörður Kristinsson,is,Unknown
floraislands.is/carmicro.html,floraislands.is/HAPL/carmicro1g.jpg,Hér sjáum við broddastör með niðurvísandi broddum í axinu. Myndin er tekin á Fljótsdalshéraði árið 1984.,Hörður Kristinsson,is,Unknown
floraislands.is/saginsub.html,floraislands.is/HAPL/saginsub1b.jpg,Hér sést broddkrækill með útsprungin blóm í sóskini.,Hörður Kristinsson,is,Unknown
floraislands.is/saginsub.html,floraislands.is/HAPL/saginsub2b.jpg,Hér eru blómin lokuð. Myndirnar eru teknar í Langeyjarnesi við Breiðafjörð árið 2003.,Hörður Kristinsson,is,Unknown
floraislands.is/dactymac.html,floraislands.is/HAPL/AN-16693.jpg,"Brönugrös, laufblöðin eru blettótt. Myndin er tekin á Hesteyri í Jökulfjörðum 23. júlí 2004.",Hörður Kristinsson,is,Unknown
floraislands.is/dactymac.html,floraislands.is/HAPL/dactymac2g.jpg,Hér eru brönugrös með fremur stuttan blómklasa.,Hörður Kristinsson,is,Unknown
floraislands.is/dactymac.html,floraislands.is/HAPL/dactymac1g.jpg,Þessi nærmynd af blómum brönugrasanna er tekin í Héðinsfirði árið 1982.,Hörður Kristinsson,is,Unknown
floraislands.is/deschfle.html,floraislands.is/HAPL/deschfle1g.jpg,Bugðupuntur í Herdísarvík árið 1982.,Hörður Kristinsson,is,Unknown
floraislands.is/deschfle.html,floraislands.is/HAPL/deschfle2g.jpg,Nærmynd af punti bugðupuntsins tekin í Eyjafirði sama ár.,Hörður Kristinsson,is,Unknown
floraislands.is/rhodiros.html,floraislands.is/HAPL/rhodiros1b.jpg,"Hér sjáum við burnirætur, kvenjurt t. v. og karljurt t. h. ásamt ætihvönn á bakka Bugahólma á Eyvindarstaðaheiði árið 1977.",Hörður Kristinsson,is,Unknown
floraislands.is/rhodiros.html,floraislands.is/HAPL/rhodiros2b.jpg,Hér eru miklar burnirótarbreiður af báðum kynjum í Arnarfellsmúlum í Þjórsárverum árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/rhodiros.html,floraislands.is/HAPL/rhodiros3b.jpg,Karlkyns burnirót í návígi,Hörður Kristinsson,is,Unknown
floraislands.is/rhodiros.html,floraislands.is/HAPL/rhodiros4b.jpg,Kvenkyns burnirót í návígi,Hörður Kristinsson,is,Unknown
floraislands.is/silendio.html,floraislands.is/HAPL/silendio2b.jpg,"Hér er dagstjarna í sínu venjulega umhverfi utan garða, myndin tekin á Akureyri árið 1982.",Hörður Kristinsson,is,Unknown
floraislands.is/silendio.html,floraislands.is/HAPL/silendio1b.jpg,Dagstjarna í návígi á Leifsstöðum í Kaupangssveit 22. júní 2006.,Hörður Kristinsson,is,Unknown
floraislands.is/avenupub.html,floraislands.is/HAPL/avenupub1g.jpg,Myndin hér að ofan sýnir punt af dúnhafra,Hörður Kristinsson,is,Unknown
floraislands.is/avenupub.html,floraislands.is/HAPL/avenupub2b.jpg,"Hér sjáum við tvö smáöx af dúnhafra með knébeygðum týtum. Báðar myndirnar eru teknar sumarið 2005 á Náttúrufræðistofnun Íslands, Akureyri.",Hörður Kristinsson,is,Unknown
floraislands.is/carpilul.html,floraislands.is/HAPL/carpilul1g.jpg,Mynd af dúnhulstrastör tekin árið 1985.,Hörður Kristinsson,is,Unknown
floraislands.is/carpilul.html,floraislands.is/HAPL/carpilul4g.jpg,"Nærmynd af dúnhulstrastör, þrjú kvenöx og eitt karlax í toppinn. Myndin tekin í Kolgrafarfirði á Snæfellsnesi 10. júlí 2011.",Hörður Kristinsson,is,Unknown
floraislands.is/leymumol.html,floraislands.is/HAPL/leymumol1g.jpg,"Þessi mynd er af dúnmel, tekin í júlí 2003 við Elliðaárvog í Reykjavík. Ef myndin er stækkuð með því að smella á hana, má greina hversu loðið stráið er.",Hörður Kristinsson,is,Unknown
floraislands.is/ranunpyg.html,floraislands.is/HAPL/ranunpyg1b.jpg,Hér má sjá blóm og blöð dvergsóleyjarinnar á Þrælsfelli á Vatnsnesi 25. ágúst árið 2000.,Hörður Kristinsson,is,Unknown
floraislands.is/ranunpyg.html,floraislands.is/HAPL/ranunpyg2b.jpg,Þessi dvergsóley fannst við Eyjabakkajökul árið 2002.,Hörður Kristinsson,is,Unknown
floraislands.is/saxiften.html,floraislands.is/HAPL/saxiften1b.jpg,Hér sést dvergsteinbrjótur einmana uppi á háfjalli. Myndina tók af Helgi Hallgrímsson.,Hörður Kristinsson,is,Unknown
floraislands.is/saxiften.html,floraislands.is/HAPL/saxiften4b.jpg,Hér sést dvergsteinbrjótur í návígi uppi á Gilsbakkafjalli í Skagafirði 3. ágúst 2008.,Hörður Kristinsson,is,Unknown
floraislands.is/carglaci.html,floraislands.is/HAPL/carglaci2g.jpg,Hér má sjá dæmigerðan topp af dvergstör sem fannst í Ódáðahrauni við Dyngjufjöll árið 1981,Hörður Kristinsson,is,Unknown
floraislands.is/carglaci.html,floraislands.is/HAPL/carglaci1g.jpg,"Nærmynd af öxum dvergstararinnar tekin á Mývatnsöræfum árið 1982,",Hörður Kristinsson,is,Unknown
floraislands.is/nuphapum.html,floraislands.is/HAPL/nuphapum1b.jpg,Hér sjást blöð og blóm smánykurrósarinnar fljóta ofan á Djáknatjörn í Krossanesborgum.,Hörður Kristinsson,is,Unknown
floraislands.is/nuphapum.html,floraislands.is/HAPL/nuphapum2b.jpg,Hér sést blóm smánykurrósarinnar í nærsýn. Báðar myndirnar eru teknar í Djáknatjörn 26. júlí 2009.,Hörður Kristinsson,is,Unknown
floraislands.is/gentiniv.html,floraislands.is/HAPL/gentiniv4b.jpg,Myndin hér fyrir ofan af dýragrasi er tekin í við Dagverðartungu í Hörgárdal 5. júlí 2009.,Hörður Kristinsson,is,Unknown
floraislands.is/gentiniv.html,floraislands.is/HAPL/gentiniv2b.jpg,Nærmynd af blómi dýragrassins tekin í Barmahrauni í Reykhólasveit í júlí 2005.,Hörður Kristinsson,is,Unknown
floraislands.is/juncucas.html,floraislands.is/HAPL/juncucas3g.jpg,Hér er dökkasef í Breiðdal við Reyðarfjörð þann 3. sept. 2009,Hörður Kristinsson,is,Unknown
floraislands.is/juncucas.html,floraislands.is/HAPL/juncucas6g.jpg,"Hér sjást aldin dökkasefs, tekið á sama stað.",Hörður Kristinsson,is,Unknown
floraislands.is/juncucas.html,floraislands.is/HAPL/juncucas4g.jpg,Myndin af aldinum dökkasefsins hér að ofan er tekin á Þverárfjalli á Skaga 5. ágúst 2009.,Hörður Kristinsson,is,Unknown
floraislands.is/luzulsud.html,floraislands.is/HAPL/luzulsud2b.jpg,Myndin sem hér birtist af dökkhæru er tekin á Vermundarstöðum í Ólafsfirði 12. júlí 2007.,Hörður Kristinsson,is,Unknown
floraislands.is/luzulsud.html,floraislands.is/HAPL/luzulsud3g.jpg,Nærmynd af aldinum dökkhæru frá Hálsi í Öxnadal 25. júlí 2008.,Hörður Kristinsson,is,Unknown
floraislands.is/limosaqu.html,floraislands.is/HAPL/limosaqu1b.jpg,Myndin af efjugrasi er tekin árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/eleocaci.html,floraislands.is/HAPL/eleocaci1g.jpg,Myndin af efjuskúf er tekin árið 1985.,Hörður Kristinsson,is,Unknown
floraislands.is/listeova.html,floraislands.is/HAPL/listeova3g.jpg,"Hér er eggtvíblaðka snemma að vori, búin að breiða úr blöðunum, en blómaxið er óþroskað. Myndin er tekin í Stóragili við Eyrarland í Kaupangssveit sumarið 2003.",Hörður Kristinsson,is,Unknown
floraislands.is/listeova.html,floraislands.is/HAPL/listeova1g.jpg,Hér sjáum við útsprungin blóm eggtvíblöðkunnar efst á stönglinum. Myndin er tekin í Búðahrauni á Snæfellsnesi árið 1985,Hörður Kristinsson,is,Unknown
floraislands.is/junipcom.html,floraislands.is/HAPL/junipcom2b.jpg,Hér sjáum við kvenplöntu einisins með berköngla í Þórsmörk þann 19. júní árið 1982.,Hörður Kristinsson,is,Unknown
floraislands.is/junipcom.html,floraislands.is/HAPL/junipcom1b.jpg,Hér sjást karlkönglar einisins hlaðnir frjókornum. Myndin tekin í Þórsmörk 26. júní árið 1988.,Hörður Kristinsson,is,Unknown
