taxonID,description,type,creator,language,license
http://www.floraislands.is/euphrfri.html,"Augnfró (Euphrasia frigida) er lítil, einær jurt, sem vex í snöggu graslendi eða mólendi. Blöðin eru oftar en ekki dökkmóleit eða purpurabrún. Blómin eru ákaflega falleg þótt smá séu, skreytt fjólubláum línum og gulum bletti niðri í blómgininu. Augnfróin er algeng um allt land. Augnfróin er nokkuð breytileg að því leyti, að stundum er hún grönn og nær ógreind, en getur einnig verið marggreind og nokkuð digur. Krónan er pípulaga neðan til en varaskipt efst, 4-7 mm á lengd. Bikarinn er með V-laga, broddyddum flipum, grænleitur með dökkum jöðrum og taugum. Hann er hærður, bæði með hvítum broddhárum og óstilkuðum kirtilhárum. Blómin hafa fjóra fræfla með purpurasvörtum frjóhirzlum. Frævan er tvíblaða og verður að aflöngu hýðisaldini. Blöðin eru gagnstæð, lensulaga, öfugegglaga eða egglaga, gróftennt með útsperrtum tönnum, broddhærð, oftast nokkuð blámenguð. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/dactyglo.html,"Axhnoðapuntur (Dactylis glomerata) er innfluttur á fyrri hluta 20. aldar og er ræktaður í sáðsléttum. Hann hefur ofurlítið dreifst þaðan og vex að staðaldri í túnjöðrum og víðar. Hann blómstrar nokkuð seint hér, og þroskar ekki fræ í öllum árum, og tefur það fyrir útbreiðslu hans í samanburði við háliðagrasið sem þroskar fræið vel og snemma. Hann vex því að jafnaði aðeins á byggðum bólum og næsta nágrenni þeirra. Axhnoðapunturinn er hávaxinn, smáöxin eru mörg saman í þéttum hnoðum sem standa utarlega á puntgreinunum. Puntgreinar eru snarpar, smáöxin þrí- til fjórblóma, mismikið hærð, axagnirnar fjólubláleitar eða gráar, þrítauga og enda í oddhvassri týtu. Neðri blómögnin er fjólubláleit eða gráleit, endar í oddhvassri týtu, fimmtauga með skörpum kanti um miðtaugina. Frjóhirzlur eru ljósbrúnar eða fjólubláleitar, 3-4 mm á lengd. Blöðin eru breið, 4-7 mm. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/luzulspi.html,"Axhæra (Luzula spicata) er afar algeng jurt um allt landið frá láglendi og allhátt upp í fjöll, fer hærra en frænka hennar, vallhæran, oft upp í 1000 m hæð. Á nokkrum stöðum hefur hún jafnvel fundizt ofan 1200 m, eða á Hvannadalshnjúk, Steinþórsfelli í Esjufjöllum, og Kirkjufjalli við Hörgárdal. Hún vex í mólendi, þurrum brekkum og á sæmilega grónum melum. Þekkist auðveldlega á hinni hangandi, niðursveigðu og axleitu blómskipan. Hærurnar draga nafn af löngum hárum sem eru á blaðjöðrunum neðan til og við slíðrið. Blóm axhærunnar eru nokkur saman í allmörgum blómhnoðum sem raða sér í axkennda skipan sem stendur lotin á stráendanum. Blómhlífarblöðin eru sex, dökkbrún eða nær svört, oddmjó. Fræflarnir eru sex, ein þrístrend fræva með þríklofnu fræni. Stofnblöðin eru mjó (1,5-2,5 mm) og rennulaga, hærð á blað-röndunum, einkum neðst við slíðrið. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/stellals.html,"Bakkaarfi (Stellaria alsine) er ein nýjasta viðbótin við Flóru Íslands. Kristbjörn Egilsson fann hann fyrstur árið 2006. Hann vex á alllöngu svæði meðfram Hólmsá austan Reykjavíkur, innan um hávaxinn votlendisgróður, undir bökkum árinnar. Þetta er enn sem komið er eini fundarstaðurinn sem þekktur er. Bakkaarfinn er afar fíngerð jurt sem styður sig við hávaxnar starir og annan gróður. Blómin eru örsmá, eins og hvítar stjörnur. Bakkaarfinn líkistlínarfa, en þekkist meðal annars á því að efstu háblöðin undir blóminu eru himnukennd og glær, og á krónublöðunum sem eru vel þroskuð þótt smá séu. Blóm bakkaarfans eru legglöng, 2-4 mm í þvermál. Krónublöðin eru mjó, 1-2 mm löng, bikarblöðin töluvert lengri, oddhvöss, græn, þrítauga. Himnukennd, glær háblöð eru áberandi á blómleggjunum. Blöðin eru lensulaga eða oddbaugótt, 0,8 til 1,8 sm löng, oddhvöss, stundum með örfá randhár við blaðfótinn. Stöngullinn er grannur, ferstrendur, hárlaus nema alveg neðst. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/matrimar.html,"Baldursbrá (Matricaria maritima) er gamall, innfluttur slæðingur, sem einkum óx á öskuhaugum gömlu bæjanna eða í hlaðvarpanum. Líklegast er að hún hafi komið til landsins með landnámsmönnum. Hún vex einnig oft í sand- eða malarbornum fjörum, og bendir það til að hún dreifist að einhverju leyti með sjónum. Ekki er útilokað að hún hafi borizt til landsins sjóleiðina fyrir landnám, og þá vaxið eingöngu í fjörum. Í dag sést hún oft í vegköntum og berst þá gjarnan með ofaníburði sem tekinn er í fjörum. Inni í landi berst hún nær eingöngu með byggðinni eða að fjalla- og áningarskálum. Baldursbráin ber margar körfur sem eru um 3-5 sm í þvermál. Jaðarblómin hvít, tungukrónan 3-5 mm á breidd og 1,5 sm á lengd. Hvirfilblómin gerð af gulum pípukrónum á kúptum botni. Reifablöðin aflöng, græn með dökkbrúnum eða svörtum, himnukenndum jaðri. Stöngullinn og greinarnar gáraðar. Blöðin fjaðurskipt, með marg-skiptum smáblöðum og striklaga flipum. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/coelovir.html,"Barnarót (Coeloglossum viride) er af brönugrasaætt og vex í mólendi sem ekki er of þurrt, í bollum og blómlendisbrekkum, einnig oft í skóglendi. Hún er algeng um land allt frá láglendi upp í um 700 m hæð, tíðari í blágrýtisfjöllunum norðan- og austanlands en annars staðar. Blóm barnarótarinnar standa í klasa efst á stönglinum, yfirsætin; ytri blómhlífarblöðin þrjú eru egglaga, rauðbrún eða fjólu­blámenguð, 4-6 mm löng og 2-3 mm breið; af innri blómhlífarblöðunum vísa tvö upp, þau eru striklaga, 1 mm breið, snubbótt í endann, en eitt (vörin) vísar niður, 7-8 mm langt, þríflipað í endann og er miðflipi þess stystur. Frævan er undir blómhlífinni, aflöng og snúin. Aldinið er með fjölmörgum, örsmáum fræjum. Stöngullinn er hárlaus, með nokkrum bogstrengjóttum blöðum; þau efstu mjólensulaga, þau neðri breiðari, oddbaugótt eða öfugegglaga,1,5-2 sm, með silfruðum gljáa á neðra borði. . .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/lathyjap.html,"vex einkum í sandi við fjörur eða nálægt sjó. Einstöku sinnum finnst það í klettum. Það er afar viðkvæmt fyrir beit en getur orðið nokkuð áberandi þar sem lengi hefur verið beitarfriðun eða lítil beit, eins og t. d. á Ströndum. Blómin á baunagrasinu standa tvö til fjögur saman í legglöngum klasa í blaðöxlunum. Krónublöðin eru fimm, fjólublá, með hliðsveigðum fána sem oft er meira en 1 sm á breidd. Bikarinn er 8-9 mm á lengd,fimmtenntur. Fræflar eru tíu, frævan ein sem verður að stórum, flötum belg, 4-7 sm á lengd, við þroskun. Laufblöðin eru fjaðurskipt með þrem til fjórum smáblaðpörum; smáblöðin sporöskjulaga eða oddbaugótt, 15-20 mm á lengd og um 5-10 mm á breidd, endablaðið og oft næsta blaðpar ummynduð í vafþræði. Axlablöðin eru skakkhjartalaga eða skakkþrístrend, um 1 sm á breidd og 1,5 á lengd. . .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/calluvul.html,"Beitilyng (Calluna vulgaris) er lyngtegund sem blómstrar seint á haustin. Það er mjög algengt í sumum landshlutum, en vantar alveg annars staðar, t. d. er ekki vitað um það á Vestfjörðum og mjög óvíða í Húnavatnssýslu. Það vex einkum frá láglendi og upp í 600 m hæð. Hæstu fundarstaðir þess eru í 750 m í Böggvisstaðafjalli við Dalvík, 730 m í Belgsárfjalli við Fnjóskadal og 700 m í Hofsskál í Svarfaðardal og Gæsafjöllum norðan Mývatns. Blóm beitilyngsins eru stuttleggjuð, standa þétt saman í 2-4 sm löngum klösum, fjórdeild, um 3 mm á breidd. Hinn bleikrauði litur blómanna stafar af bikarblöðunum, sem eru sporbaugótt, lengri en krónublöðin og þekja þau að mestu. Randhærð, dökkrauðgræn háblöð liggja að bikarnum neðan til. Fræflar eru átta, ein fræva með einum rauðum stíl. Aldinin eru nær hnöttótt hýðisaldin. Laufblöðin eru sígræn, þétt krossgagnstæð, aðeins um 2 mm á lengd og 0,5 mm á breidd. Laufblöðin standa lítið út frá greinunum og virðast þær því ferstrendar. Venjulega kemur blaðsproti upp úr blómklasanum eins og sést á myndunum. font color=""#004000"">. . .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/carpanic.html,"er útbreidd um allt land, en vex í meira magni á Suðurlandi en Norðausturlandi. Hún vex í grónum hálfdeigjum, vætu og rökum flögum, og er áberandi blágræn á litinn. Belgjastörin vex einkum á láglendi upp að 350 m. Hæsti fundarstaður hennar er í 550 m í hlíðum Járnskara í Norðfirði (Hjörleifur Guttormsson) og í 400 m við Gönguskarð í Kinnarfjöllum. Belgjastörin hefur eitt til þrjú legglöng, nokkuð upprétt kvenöx, og eitt karlax í toppinn. Axhlífar ljósar eða dökkbrúnar, yddar í endann, með mjóum hvítleitum himnufaldi. Hulstrin eru grænbrún eða dökkbrún, 4-5 mm löng, útbelgd, með skakkri trjónu. Þrjú fræni. Blöðin eru allbreið, 2,5-4 mm, blágræn; slíður stoðblaðanna langt, 10-20 mm. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/saxifpan.html,"er með sjaldgæfari steinbrjótum landsins og hefur ekki verið skráður ofan 500 m. Hann myndar blaðhvirfingu sem líkist blaðhvirfingu kletta-frúar, en er minni. Hann vex í klettum í klettabeltum og árgljúfrum, og er algengastur norðantil á Austfjörðum einkum frá Borgarfirði suður í Breiðdalsvík, en er þó mun sjaldgæfari en frænka hans, klettafrúin. Hann finnst einnig á nokkrum stöðum á Vesturlandi, einkum frá Leirársveit norður í Borgarfjörð. Örfáir staðir eru einnig þekktir um Snæfellsnes og Vestfirði, og í Vatnsdal og Siglufirði á Norðurlandi. Blóm bergsteinbrjótsins standa saman í stuttum klasa efst á stöngli. Þau eru hvít, fimmdeild, um 1 sm í þvermál. Krónublöðin eru snubbótt í endann, bikarinn stuttur. Fræflar eru tíu, ein klofin fræva. Stöngullinn er kirtilhærður með stakstæðum, um 5 mm löngum blöðum. Stofn-blöðin eru þétt saman í hvirfingu, tungulaga, 7-15 mm löng og um 5 mm breið, blaðrendumar þétt settar hvítum kalktönnum. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/deschber.html,"er grastegund sem hefur fremur nýlega verið flutt til landsins til uppgræðslu. Hún hefur þegar náð töluverðri útbreiðslu, þar sem hún hefur í allmörg ár verið notuð til uppgræðslu vegkanta þar sem nýir vegir hafa verið lagðir eða uppbyggðir. Dæmi sem sýnir útbreiðslumöguleika hennar er að hún barst fyrir nokkrum árum til Surtseyjar með fuglum, sem báru hana þangað til varpstöðva sinna frá meginlandi Íslands. Þessi jurt er náskyld íslenzka snarrótarpuntinum, en myndar ekki þúfur og hefur stærri, gisnari og ljósari punt. Beringspunturinn er hávaxið gras sem vex í jöfnum breiðum án áberandi þúfumyndunar. Punturinn er 25-35 sm langur, egglaga eða keilulaga. Smáöxin venjulega tví- til þríblóma, grænleit eða ljósbrún, blómögn neðra blómsins með baktýtu sem er á lengd við blómögnina. Neðri axögnin er eintauga, um 4-6 mm, sú efri þrítauga. Löng hvít hár eru umhverfis blómagnirnar. Slíðurhimna efstu blaða er um 5-6 mm löng, odddregin. Blöðin eru 2-4 mm breið, snörp. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/betulpub.html,"Ilmbjörk eða birki er algengasta skógartréð á Íslandi. Áður fyrr var það útbreitt um allt láglendi landsins og myndaði víða samfellda skóga. Víða nær birkið í dag upp í 400-450 m hæð í hlíðum, en hæst vex það í um 550 m eða ríflega það, t. d. í Stórahvammi efst í Austurdal, í Fljótsgili við Skjálfandafljót og í Hlíðarfjalli og Jörundi við Mývatn. Þar sem stormasamt er og mikið úthafsloftslag myndar það kjarr sem oft er aðeins 2-3 m hátt, en lengra inn til landsins þar sem loftslag er landrænna verður skógurinn hávaxnari, oft 5-10 m á láglendi. Hér að neðan er mynd af birkigrein með uppréttum, rauðfræna kvenreklum. Karlreklarnir eru ljósari á litinn og hanga niður. Blóm birkisins eru einkynja og standa mörg saman í reklum. Kvenreklarnir eru uppréttir í fyrstu, um 2 sm á lengd. Framan við blómin standa rekilhlífar sem eru þrísepóttar í endann. Blómin standa þrjú saman, hvert með einni frævu og tveim stílum. Aldinið er örsmá, vængjuð hneta. Karlreklarnir eru lengri en kvenreklarnir, og hanga oftast niður. Karlblómin hafa tvo klofna fræfla. Laufblöðin eru gróftennt, egglaga, fjaðurstrengjótt, en odddregin, 2-4,5 sm löng og nokkuð stilklöng, bæði blöð og greinendar loðin. Börkurinn á birkibolunum er afar breytilegur á litinn, getur verið brúnn eða nær hvítur eins og sést á myndum hér til hægri, eða rauðleitur eins og á myndinni hér að neðan. Eftir því sem börkurinn vex, flysjast hann af í þynnum sem nefnast næfrar. .",distribution,Hörður Kristinsson,is,Unknown
http://www.floraislands.is/violaepi.html,"líkist mýrfjólu, en hefur í stað nýrlaga laufblaða smáodd fremst á blaðinu sem gerir það fremur hjartalaga. Venjulega eru blöðin stilklengri, og birkifjólan vex í graslendi fremur en í bleytu. Einnig greinist hún frá mýrfjólu á því, að neðra borð blaðanna er með örstuttum hárum. Blómin eru nánast eins á báðum. Birkifjólan vex nær eingöngu á Norðurlandi miðju og austanverðu austur á Fljótsdalshérað, þ. e. á því svæði þar sem loftslag er landrænast. Hún finnst oft upp í 450 m hæð, hæst skráð í Bíldsárskarði við suðurenda Vaðlaheiðar í 520 m hæð. Blóm og blöð birkifjólunnar standa á uppréttum leggjum sem vaxa upp frá jarðlægum stöngli. Blómin eru slútandi. Krónan er ljósfjólublá, oft með áberandi dökkum æðum, sporinn samlitur krónunni. Bikarblöðin eru græn, ávöl í endann með ljósum himnufaldi. Fræflar eru fimm, rauðbrúnir. Aldinið er þrístrent hýði sem klofnar í þrjá geira við þroskun. Örsmá forblöð eru ofarlega á blómstöngIinum. Laufblöðin eru stilklöng, blaðkan breiðhjartalaga, oftast gishærð á neðra borði eða báðum megin, grunnbogtennt. .",distribution,Hörður Kristinsson,is,Unknown
